Factuurnummer,Factuurdatum,Identificatienummer,Naam,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter
202100074,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202100075,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202100076,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100077,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202100078,06/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202100078,06/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94
202100078,06/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,13,Hoop Bleke Nelis,21.45
202100080,13/12/2021,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,10,Hoop Bleke Nelis,16.5
202100080,13/12/2021,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",36,Hoop Bleke Nelis,142.56
202100086,14/12/2021,717,Local2local B.V.,Local2local B.V.,Distributeurs,,Nederland,HOUTEN,Local2Local,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202100083,14/12/2021,9045,Boutique Hotel Zaan & Boutique Hotel,Boutique Hotel Zaan & Boutique Hotel,"Horeca, hotel, Zaanstreek",,Nederland,ZAANDIJK,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202100087,15/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100087,15/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202100084,16/12/2021,698,Drinkhut B.V. Castricum,Drinkhut B.V. Castricum,"Fles, Noord Holland, Slijterij, Speciaalzaak",,Nederland,Castricum,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202100085,16/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,4,Hoop Bleke Nelis,6.6
202100085,16/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100088,17/12/2021,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,3,Hoop Bleke Nelis,4.95
202100088,17/12/2021,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202100089,17/12/2021,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202100092,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202100092,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100093,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202100094,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,5,Hoop Kaper Tropical - Summer Session IPA,9.9
202100094,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25
202100095,15/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94
202100096,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100097,16/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100098,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,-1,Hoop Kaper Tropical - Summer Session IPA,-1.98
202100098,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,-1,Hoop Bleke Nelis,-1.65
202100099,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202100099,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202100100,13/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202100100,13/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,6,Hoop Kaper Tropical - Summer Session IPA,11.88
202100100,13/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,6,Hoop Bleke Nelis,9.9
202100101,21/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202100101,21/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202100102,21/12/2021,90,LUST culinair genieten,LUST culinair genieten,"Catering, Zaanstreek",Sjors Sombroek,Nederland,WORMERVEER,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202100104,27/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,10,Hoop Kaper Tropical - Summer Session IPA,19.8
202100104,27/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5
202100105,24/12/2021,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202100107,30/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",12,Hoop Bleke Nelis,47.52
202100107,30/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65
202100108,30/12/2021,9074,Rijkhoff Wijnen en Wijnimport,Rijkhoff Wijnen en Wijnimport,"Retail, Speciaalzaak, Zaanstreek",,Nederland,WORMERVEER,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202100108,30/12/2021,9074,Rijkhoff Wijnen en Wijnimport,Rijkhoff Wijnen en Wijnimport,"Retail, Speciaalzaak, Zaanstreek",,Nederland,WORMERVEER,Korting 12%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202100108,30/12/2021,9074,Rijkhoff Wijnen en Wijnimport,Rijkhoff Wijnen en Wijnimport,"Retail, Speciaalzaak, Zaanstreek",,Nederland,WORMERVEER,Korting 12%,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202100109,30/12/2021,717,Local2local B.V.,Local2local B.V.,Distributeurs,,Nederland,HOUTEN,Local2Local,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202100111,30/12/2021,21,Slijterij Saendyck,Slijterij Saendyck,"Retail, Slijterij, Zaanstreek",,Nederland,ZAANDIJK,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202100112,30/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94
202100113,30/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100114,30/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202100115,31/12/2021,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202100116,22/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94
202100117,22/12/2021,717,Local2local B.V.,Local2local B.V.,Distributeurs,,Nederland,HOUTEN,Local2Local,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202100118,31/12/2021,282,Beer & Selected Beverages eesv (BSB),Beer & Selected Beverages eesv (BSB),Distributeurs,Dennis de Leeuw,Nederland,Etten-Leur,BSB,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",18,Hoop Bleke Nelis,71.28
202100119,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202100119,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202100120,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,-1,Hoop Kaper Tropical - Summer Session IPA,-1.98
202100120,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,-1,Hoop Bleke Nelis,-1.65
202100121,31/12/2021,190,Beer in a Box B.V.,Beer in a Box B.V.,Webshop,Dennis de Leeuw,Nederland,ALKMAAR,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202100121,31/12/2021,190,Beer in a Box B.V.,Beer in a Box B.V.,Webshop,Dennis de Leeuw,Nederland,ALKMAAR,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,11.88
202100121,31/12/2021,190,Beer in a Box B.V.,Beer in a Box B.V.,Webshop,Dennis de Leeuw,Nederland,ALKMAAR,Korting 15%,100,"Hoop Seasonal Summer Session IPA doos 24fles/0,33l",Bier in fles,1,Hoop Kaper Tropical - Summer Session IPA,7.92
202100122,01/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202100122,01/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100122,01/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,6,Hoop Bleke Nelis,9.9
202100124,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202100124,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202100124,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94
202100124,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202100125,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,10,Hoop Bleke Nelis,16.5
202100125,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,141,"Hoop Bleke Nelis doos 24blikken/0,33l one way",Bier in blik,1,Hoop Bleke Nelis,7.92
202100126,09/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,18,Hoop Bleke Nelis,29.7
202100127,13/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202100127,13/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,141,"Hoop Bleke Nelis doos 24blikken/0,33l one way",Bier in blik,2,Hoop Bleke Nelis,15.84
202100128,16/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,13,Hoop Kaper Tropical - Summer Session IPA,25.74
202100129,16/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202100130,17/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,141,"Hoop Bleke Nelis doos 24blikken/0,33l one way",Bier in blik,8,Hoop Bleke Nelis,63.36
202100130,17/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,264,"Hoop Bleke Nelis doos 12fles/0,75l (ongelabeld)","Bier in fles, Kern",5,Hoop Bleke Nelis,45.0
202100130,17/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,9,Hoop Kaper Tropical - Summer Session IPA,17.82
202100130,17/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,6,Hoop Bleke Nelis,9.9
202100131,16/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Bleke Nelis,23.76
202100131,16/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,11.88
202100132,29/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202100132,29/12/2021,474,Hoop Bier kerstverkopen,Hoop Bier kerstverkopen,"Eigen groep, Zaanstreek",,Nederland,Zaandijk,Standaard prijs,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202100133,04/01/2022,9130,Hardloopteam Zaanstreek Kennemerland,Hardloopteam Zaanstreek Kennemerland,"B2B, Gifting relatiegeschenken",,Nederland,,Standaard prijs,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,3,Hoop Bleke Nelis,4.95
202100134,06/12/2021,465,Contant,Contant,Eigen groep,,Nederland,Lagedijk,Standaard prijs,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",1,Hoop Bleke Nelis,20.0
202100139,05/01/2022,717,Local2local B.V.,Local2local B.V.,Distributeurs,,Nederland,HOUTEN,Local2Local,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202100135,04/01/2022,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202100135,04/01/2022,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202100136,04/01/2022,586,Gall & Gall,Gall & Gall Wormerveer,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,WORMERVEER,Korting 12%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202100136,04/01/2022,586,Gall & Gall,Gall & Gall Wormerveer,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,WORMERVEER,Korting 12%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202100138,10/01/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202100138,10/01/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202100138,10/01/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5
202100145,12/01/2022,470,HOOP voor Ronald Mcdonald,HOOP voor Ronald Mcdonald,Zaanstreek,,Nederland,Hoorn,Korting 16%,264,"Hoop Bleke Nelis doos 12fles/0,75l (ongelabeld)","Bier in fles, Kern",30,Hoop Bleke Nelis,270.0
202100147,13/01/2022,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",54,Hoop Bleke Nelis,213.84
